ticker,name,sector,industry,country,market_cap,n_years,fiscal_years,roic_avg,roic_trend,roic_latest,fcf_margin_avg,fcf_positive_years,fcf_years,rev_cagr,net_debt,ebitda_latest,nd_to_ebitda,net_cash,share_change,gm_avg,gm_std,exclude_reason,exchange,currency,price,market_cap_usd,dollar_volume_usd
TRMK,Trustmark Corporation,Financial Services,Banks - Regional,United States,2681875200.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,46.06,2681875200.0,19030472.0
WAFD,"WaFd, Inc.",Financial Services,Banks - Regional,United States,2662348800.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,35.98,2662348800.0,20500936.0
FBNC,First Bancorp,Financial Services,Banks - Regional,United States,2662017280.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,64.34,2662017280.0,15651220.0
FRME,First Merchants Corporation,Financial Services,Banks - Regional,United States,2643939840.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,42.1,2643939840.0,18142616.0
BBT,Beacon Financial Corporation,Financial Services,Banks - Regional,United States,2638530304.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,31.48,2638530304.0,26033551.0
BANR,Banner Corporation,Financial Services,Banks - Regional,United States,2605799424.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,71.12,2605799424.0,24498991.0
INTR,"Inter & Co, Inc.",Financial Services,Banks - Regional,Brazil,2560778240.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,5.8,2560778240.0,28707413.0
BUSE,First Busey Corporation,Financial Services,Banks - Regional,United States,2533461248.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,30.68,2533461248.0,25061480.0
VERA,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NGM,USD,34.99,2521496320.0,74408999.0
PHVS,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NMS,USD,35.66,2503492608.0,18384870.0
ASST,"Strive, Inc.",Financial Services,Asset Management,United States,2501302016.0,2,"2023,2024",,,,,,,,,,,,,,,only 2 years of statements,NGM,USD,26.82,2501302016.0,137282005.0
MLYS,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NMS,USD,28.27,2499262720.0,33356536.0
SYBT,"Stock Yards Bancorp, Inc.",Financial Services,Banks - Regional,United States,2494030080.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,80.28,2494030080.0,15259301.0
PTY,PIMCO Corporate & Income Opportunity Fund,Financial Services,Asset Management,United States,2490787584.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,11.75,2490787584.0,13318084.0
ATHM,Autohome Inc.,Communication Services,Internet Content & Information,China,2481933056.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,country China,NYQ,USD,21.55,2481933056.0,18129929.0
AGM,Federal Agricultural Mortgage Corporation,Financial Services,Credit Services,United States,2454670592.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,226.17,2454670592.0,27581884.0
TRVI,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NGM,USD,17.06,2430637824.0,36644027.0
NTB,The Bank of N.T. Butterfield & Son Limited,Financial Services,Banks - Diversified,Bermuda,2397748224.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,60.97,2397748224.0,11665085.0
BHVN,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NYQ,USD,15.86,2395554304.0,47852966.0
BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,United States,2386577152.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,14.16,2386577152.0,28349382.0
NUVB,Nuvation Bio Inc.,Healthcare,Biotechnology,United States,2377104384.0,2,"2024,2025",,,,,,,,,,,,,,,only 2 years of statements,NYQ,USD,6.77,2377104384.0,46031247.0
HCI,"HCI Group, Inc.",Financial Services,Insurance - Property & Casualty,United States,2362389504.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,189.92,2362389504.0,31854142.0
SKWD,"Skyward Specialty Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,United States,2355146496.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,58.09,2355146496.0,31993765.0
EFSC,Enterprise Financial Services Corp,Financial Services,Banks - Regional,United States,2332246016.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,64.44,2332246016.0,15476104.0
KOD,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NGM,USD,36.36,2285206272.0,25206897.0
ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,United States,2283250432.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,16.13,2283250432.0,61046001.0
NWBI,"Northwest Bancshares, Inc.",Financial Services,Banks - Regional,United States,2270609920.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,15.51,2270609920.0,16833903.0
WU,The Western Union Company,Financial Services,Credit Services,United States,2261122560.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,7.25,2261122560.0,71960013.0
PVLA,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NGM,USD,155.47,2240075008.0,38675650.0
OFG,OFG Bancorp,Financial Services,Banks - Regional,United States,2232463360.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,52.82,2232463360.0,17709173.0
HTH,Hilltop Holdings Inc.,Financial Services,Financial Conglomerates,United States,2228441600.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,38.9,2228441600.0,10051254.0
HYMC,Hycroft Mining Holding Corporation,Basic Materials,Gold,United States,2171133184.0,1,2022,,,,,,,,,,,,,,,only 1 years of statements,NCM,USD,23.3,2171133184.0,47776254.0
FCF,First Commonwealth Financial Corporation,Financial Services,Banks - Regional,United States,2138343424.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,21.16,2138343424.0,16229635.0
STC,Stewart Information Services Corporation,Financial Services,Insurance - Property & Casualty,United States,2125260672.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,69.63,2125260672.0,16425438.0
PLGO,,Financial Services,Insurance - Diversified,Bermuda,2114536192.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,25.56,2114536192.0,10921609.0
GOF,Guggenheim Strategic Opportunities Fund,Financial Services,Asset Management,United States,2111581312.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,9.45,2111581312.0,19576658.0
HMN,Horace Mann Educators Corporation,Financial Services,Insurance - Property & Casualty,United States,2103219840.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,51.93,2103219840.0,13810835.0
SRCE,1st Source Corporation,Financial Services,Banks - Regional,United States,2086690304.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,86.65,2086690304.0,11871570.0
ECPG,"Encore Capital Group, Inc.",Financial Services,Credit Services,United States,2055823872.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,96.93,2055823872.0,34969921.0
PRCH,"Porch Group, Inc.",Financial Services,Insurance - Property & Casualty,United States,2050168192.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NCM,USD,18.06,2050168192.0,32290540.0
EZPW,"EZCORP, Inc.",Financial Services,Credit Services,United States,2046064384.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,33.3,2046064384.0,36345452.0
CHCO,City Holding Company,Financial Services,Banks - Regional,United States,2036837376.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,144.95,2036837376.0,19169348.0
HAPN,"Happen, Inc.",Financial Services,Banks - Regional,United States,2028863232.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,17.58,2028863232.0,31134110.0
