ticker,name,sector,industry,country,market_cap,n_years,fiscal_years,roic_avg,roic_trend,roic_latest,fcf_margin_avg,fcf_positive_years,fcf_years,rev_cagr,net_debt,ebitda_latest,nd_to_ebitda,net_cash,share_change,gm_avg,gm_std,exclude_reason,exchange,currency,price,market_cap_usd,dollar_volume_usd
IFS,Intercorp Financial Services Inc.,Financial Services,Banks - Regional,Peru,6214286848.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,56.29,6214286848.0,15731591.0
HWC,Hancock Whitney Corporation,Financial Services,Banks - Regional,United States,6064862720.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,75.6,6064862720.0,66216906.0
COGT,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NMS,USD,34.95,6064697856.0,80977368.0
GBCI,"Glacier Bancorp, Inc.",Financial Services,Banks - Regional,United States,6036625920.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,46.36,6036625920.0,54597708.0
STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage,United States,6030731264.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,15.88,6030731264.0,63180232.0
ORKA,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NGM,USD,90.99,6024420352.0,109214114.0
HOMB,"Home BancShares, Inc.",Financial Services,Banks - Regional,United States,6001488896.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,30.0,6001488896.0,53148600.0
RLI,RLI Corp.,Financial Services,Insurance - Property & Casualty,United States,5877140992.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,64.04,5877140992.0,54199486.0
XENE,Xenon Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,5849162240.0,2,"2022,2025",,,,,,,,,,,,,,,only 2 years of statements,NGM,USD,60.4,5849162240.0,71271577.0
ASB,Associated Banc-Corp,Financial Services,Banks - Regional,United States,5837343232.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,30.91,5837343232.0,61218831.0
AUB,Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional,United States,5822563328.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,40.77,5822563328.0,44443377.0
ENVA,"Enova International, Inc.",Financial Services,Credit Services,United States,5805553152.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,233.17,5805553152.0,88016778.0
BGC,"BGC Group, Inc.",Financial Services,Capital Markets,United States,5776918016.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,12.15,5776918016.0,37917465.0
ABCB,Ameris Bancorp,Financial Services,Banks - Regional,United States,5759814656.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,85.83,5759814656.0,41507903.0
MKTX,MarketAxess Holdings Inc.,Financial Services,Capital Markets,United States,5748406784.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,163.34,5748406784.0,169637574.0
BXSL,Blackstone Secured Lending Fund,Financial Services,Asset Management,United States,5747371520.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,24.67,5747371520.0,40096891.0
MAU.TO,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,TOR,CAD,19.55,5730881808.0,16419000.0
HLNE,Hamilton Lane Incorporated,Financial Services,Asset Management,United States,5706192896.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,103.4,5706192896.0,83487952.0
ERAS,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NMS,USD,16.26,5687131136.0,75455278.0
VIRT,"Virtu Financial, Inc.",Financial Services,Capital Markets,United States,5668020736.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,64.19,5668020736.0,86022945.0
OBDC,Blue Owl Capital Corporation,Financial Services,Asset Management,United States,5647955456.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,11.38,5647955456.0,42771730.0
RITM,Rithm Capital Corp.,Real Estate,REIT - Mortgage,United States,5611991040.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,10.05,5611991040.0,53378655.0
FLG,"Flagstar Bank, National Association",Financial Services,Banks - Regional,United States,5595451392.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,13.48,5595451392.0,64766763.0
SIGI,"Selective Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,United States,5551841792.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,93.2,5551841792.0,49613902.0
AX,"Axos Financial, Inc.",Financial Services,Banks - Regional,United States,5505472000.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,97.04,5505472000.0,35022027.0
PIPR,Piper Sandler Companies,Financial Services,Capital Markets,United States,5494615040.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,77.75,5494615040.0,45600453.0
OZK,Bank OZK,Financial Services,Banks - Regional,United States,5470416896.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,50.17,5470416896.0,59025005.0
MAIN,Main Street Capital Corporation,Financial Services,Asset Management,United States,5430036480.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,58.07,5430036480.0,35545170.0
CNO,"CNO Financial Group, Inc.",Financial Services,Insurance - Life,United States,5247812096.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,56.72,5247812096.0,45109473.0
MC,Moelis & Company,Financial Services,Capital Markets,United States,5121953280.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,69.14,5121953280.0,62863609.0
HASI,"HA Sustainable Infrastructure Capital, Inc.",Financial Services,Asset Management,United States,5119272448.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,39.84,5119272448.0,41496507.0
DFTX,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NMS,USD,38.0,5105944064.0,112349470.0
BMA,Banco Macro S.A.,Financial Services,Banks - Regional,Argentina,5062692352.0,4,"2021,2022,2023,2024",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,79.18,5062692352.0,23074794.0
EBC,"Eastern Bankshares, Inc.",Financial Services,Banks - Regional,United States,5045535232.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,22.08,5045535232.0,72180293.0
WTM,"White Mountains Insurance Group, Ltd.",Financial Services,Insurance - Property & Casualty,Bermuda,5041303552.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,2112.23,5041303552.0,42079846.0
SLM,SLM Corporation,Financial Services,Credit Services,United States,4980120064.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,26.49,4980120064.0,71776960.0
TFSL,TFS Financial Corporation,Financial Services,Banks - Regional,United States,4907748352.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,17.5,4907748352.0,15907378.0
RDN,Radian Group Inc.,Financial Services,Insurance - Specialty,United States,4870011904.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,36.81,4870011904.0,44485179.0
ATAT,Atour Lifestyle Holdings Limited,Consumer Cyclical,Lodging,China,4783997440.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,country China,NMS,USD,34.62,4783997440.0,32416437.0
FFIN,"First Financial Bankshares, Inc.",Financial Services,Banks - Regional,United States,4778539008.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,33.34,4778539008.0,28706040.0
CELC,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NCM,USD,96.43,4718503936.0,124424400.0
DYN,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NMS,USD,24.95,4659323392.0,55676674.0
SFBS,"ServisFirst Bancshares, Inc.",Financial Services,Banks - Regional,United States,4647163392.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,42.5,4647163392.0,25356902.0
FHI,"Federated Hermes, Inc.",Financial Services,Asset Management,United States,4640883200.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,62.16,4640883200.0,36289257.0
FULT,Fulton Financial Corporation,Financial Services,Banks - Regional,United States,4557130752.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,23.87,4557130752.0,45053957.0
EWTX,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NMS,USD,41.95,4555943424.0,56827148.0
NNI,"Nelnet, Inc.",Financial Services,Credit Services,United States,4553649152.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,127.27,4553649152.0,17094143.0
MARA,"MARA Holdings, Inc.",Financial Services,Capital Markets,United States,4481072128.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NCM,USD,11.6,4481072128.0,537922160.0
IBOC,International Bancshares Corporation,Financial Services,Banks - Regional,United States,4449180672.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,71.54,4449180672.0,25585637.0
ACHR,Archer Aviation Inc.,Industrials,Aerospace & Defense,United States,4435354624.0,1,2025,,,,,,,,,,,,,,,only 1 years of statements,NYQ,USD,5.76,4435354624.0,216216674.0
ELVN,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NMS,USD,59.65,4370600960.0,85052072.0
FBP,First BanCorp.,Financial Services,Banks - Regional,United States,4343412224.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,28.45,4343412224.0,42463446.0
USAR,"USA Rare Earth, Inc.",Basic Materials,Other Industrial Metals & Mining,United States,4329098752.0,1,2025,,,,,,,,,,,,,,,only 1 years of statements,NGM,USD,17.69,4329098752.0,224837813.0
LAZ,"Lazard, Inc.",Financial Services,Capital Markets,United States,4319984128.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,44.33,4319984128.0,96184175.0
LMND,"Lemonade, Inc.",Financial Services,Insurance - Property & Casualty,United States,4263005696.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,55.08,4263005696.0,77688688.0
TCBI,"Texas Capital Bancshares, Inc.",Financial Services,Banks - Regional,United States,4252227840.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,97.81,4252227840.0,49641998.0
UCB,"United Community Banks, Inc.",Financial Services,Banks - Regional,United States,4238441728.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,35.39,4238441728.0,33344953.0
UWMC,UWM Holdings Corporation,Financial Services,Mortgage Finance,United States,4184347648.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,1.46,4184347648.0,31797979.0
BFH,"Bread Financial Holdings, Inc.",Financial Services,Credit Services,United States,4179632128.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,108.79,4179632128.0,67377128.0
CATY,Cathay General Bancorp,Financial Services,Banks - Regional,United States,4174950912.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,62.58,4174950912.0,30613010.0
SKE,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NYQ,USD,33.11,4154070272.0,26771918.0
EQB.TO,EQB Inc.,Financial Services,Banks - Regional,Canada,5702532608.0,4,"2021,2022,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,133.97,4135146621.0,10238353.0
CNS,"Cohen & Steers, Inc.",Financial Services,Asset Management,United States,4061786624.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,78.99,4061786624.0,22047452.0
WSFS,WSFS Financial Corporation,Financial Services,Banks - Regional,United States,4048346624.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,78.78,4048346624.0,35253105.0
VKTX,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NCM,USD,33.98,3963866624.0,77180303.0
WSBC,"WesBanco, Inc.",Financial Services,Banks - Regional,United States,3961872384.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,41.31,3961872384.0,54622271.0
CVBF,CVB Financial Corp.,Financial Services,Banks - Regional,United States,3956422400.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,22.48,3956422400.0,32761161.0
INDB,Independent Bank Corp.,Financial Services,Banks - Regional,United States,3925950976.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,82.88,3925950976.0,30140224.0
GNW,"Genworth Financial, Inc.",Financial Services,Insurance - Life,United States,3922093824.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,10.38,3922093824.0,30003058.0
PLSE,"Pulse Biosciences, Inc.",Healthcare,Medical Instruments & Supplies,United States,3902059776.0,2,"2022,2025",,,,,,,,,,,,,,,only 2 years of statements,NCM,USD,54.71,3902059776.0,22251870.0
PFSI,"PennyMac Financial Services, Inc.",Financial Services,Mortgage Finance,United States,3804413696.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,73.23,3804413696.0,41561174.0
WT,"WisdomTree, Inc.",Financial Services,Asset Management,United States,3768106240.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,24.87,3768106240.0,70121189.0
RNST,Renasant Corporation,Financial Services,Banks - Regional,United States,3765863936.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,41.2,3765863936.0,28073804.0
BANF,BancFirst Corporation,Financial Services,Banks - Regional,United States,3754659584.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,111.75,3754659584.0,18275372.0
DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,United States,3644520704.0,2,"2022,2023",,,,,,,,,,,,,,,only 2 years of statements,NMS,USD,22.8,3644520704.0,37809924.0
PLMR,"Palomar Holdings, Inc.",Financial Services,Insurance - Property & Casualty,United States,3607706880.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,136.12,3607706880.0,37160896.0
NIC,"Nicolet Bankshares, Inc.",Financial Services,Banks - Regional,United States,3581009920.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,170.87,3581009920.0,47514163.0
FIBK,"First Interstate BancSystem, Inc.",Financial Services,Banks - Regional,United States,3572016640.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,37.48,3572016640.0,40589303.0
SA,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NYQ,USD,32.57,3513365504.0,25269434.0
CRVL,CorVel Corporation,Financial Services,Insurance Brokers,United States,3469478144.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,68.68,3469478144.0,13267534.0
TOWN,TowneBank,Financial Services,Banks - Regional,United States,3458078208.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,37.41,3458078208.0,24249910.0
FFBC,First Financial Bancorp.,Financial Services,Banks - Regional,United States,3446130688.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,32.83,3446130688.0,31957937.0
AB,AllianceBernstein Holding L.P.,Financial Services,Asset Management,United States,3445644544.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,37.02,3445644544.0,10607933.0
NMIH,"NMI Holdings, Inc.",Financial Services,Insurance - Specialty,United States,3414138112.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NGM,USD,45.39,3414138112.0,23799702.0
FSK,FS KKR Capital Corp.,Financial Services,Asset Management,United States,3407275776.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,12.33,3407275776.0,30090021.0
GPCR,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NGM,USD,47.34,3375808512.0,35201693.0
SII,Sprott Inc.,Financial Services,Asset Management,Canada,3369951744.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,130.96,3369951744.0,25694745.0
GBDC,"Golub Capital BDC, Inc.",Financial Services,Asset Management,United States,3367681024.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,12.97,3367681024.0,14409916.0
QS,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NMS,USD,5.45,3352540672.0,124189428.0
CBU,"Community Financial System, Inc.",Financial Services,Banks - Regional,United States,3340583936.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,63.49,3340583936.0,18432417.0
AGO,Assured Guaranty Ltd.,Financial Services,Insurance - Specialty,Bermuda,3334503424.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,75.82,3334503424.0,27798493.0
SBCF,Seacoast Banking Corporation of Florida,Financial Services,Banks - Regional,United States,3328768000.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,34.38,3328768000.0,34964769.0
SFNC,Simmons First National Corporation,Financial Services,Banks - Regional,United States,3320926976.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,22.98,3320926976.0,33078055.0
HTGC,"Hercules Capital, Inc.",Financial Services,Asset Management,United States,3316546048.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,17.72,3316546048.0,26703296.0
AAMI,Acadian Asset Management Inc.,Financial Services,Asset Management,United States,3273609216.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,92.24,3273609216.0,43765021.0
BKU,"BankUnited, Inc.",Financial Services,Banks - Regional,United States,3269560320.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,45.9,3269560320.0,41426127.0
FG,"F&G Annuities & Life, Inc.",Financial Services,Insurance - Life,United States,3256358656.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,24.87,3256358656.0,15855247.0
CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets,United States,3230758656.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NCM,USD,12.58,3230758656.0,270288068.0
DX,"Dynex Capital, Inc.",Real Estate,REIT - Mortgage,United States,3183981568.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,12.83,3183981568.0,68035668.0
FHB,"First Hawaiian, Inc.",Financial Services,Banks - Regional,United States,3163696384.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,26.0,3163696384.0,54912156.0
KC,Kingsoft Cloud Holdings Limited,Technology,Software - Application,China,3137393920.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,country China,NMS,USD,10.48,3137393920.0,15727766.0
PPTA,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NCM,USD,25.05,3133649664.0,37279109.0
BHF,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life,United States,3088946176.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,53.71,3088946176.0,39333981.0
BBAR,Banco BBVA Argentina S.A.,Financial Services,Banks - Regional,Argentina,3081931776.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,15.09,3081931776.0,10637348.0
PFS,"Provident Financial Services, Inc.",Financial Services,Banks - Regional,United States,3072756736.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,23.56,3072756736.0,23096928.0
IRON,,,,,,0,,,,,,,,,,,,,,,,only 0 years of statements,NGM,USD,79.37,3047240192.0,42434774.0
ZLAB,Zai Lab Limited,Healthcare,Biotechnology,China,3031187968.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,country China,NGM,USD,27.0,3031187968.0,27455895.0
BOH,Bank of Hawaii Corporation,Financial Services,Banks - Regional,United States,3023873024.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,76.65,3023873024.0,29099483.0
BWIN,"The Baldwin Insurance Group, Inc.",Financial Services,Insurance Brokers,United States,3023300352.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,31.22,3023300352.0,45891933.0
DBRG,"DigitalBridge Group, Inc.",Financial Services,Asset Management,United States,2988674560.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,15.94,2988674560.0,53361127.0
BANC,"Banc of California, Inc.",Financial Services,Banks - Regional,United States,2973778432.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,18.77,2973778432.0,55381748.0
APAM,Artisan Partners Asset Management Inc.,Financial Services,Asset Management,United States,2921503232.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,41.15,2921503232.0,35645982.0
SPNT,SiriusPoint Ltd.,Financial Services,Insurance - Reinsurance,Bermuda,2885539072.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,24.84,2885539072.0,18344961.0
FBK,FB Financial Corporation,Financial Services,Banks - Regional,United States,2848253952.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,56.99,2848253952.0,20926329.0
UPST,"Upstart Holdings, Inc.",Financial Services,Credit Services,United States,2775368192.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,28.52,2775368192.0,123567035.0
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,Biotechnology,United States,2766656256.0,1,2022,,,,,,,,,,,,,,,only 1 years of statements,NCM,USD,13.7,2766656256.0,114024086.0
TBBK,"The Bancorp, Inc.",Financial Services,Banks - Regional,United States,2762898176.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,67.74,2762898176.0,27044450.0
CUBI,"Customers Bancorp, Inc.",Financial Services,Banks - Regional,United States,2689649920.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,79.64,2689649920.0,23020181.0
NBTB,NBT Bancorp Inc.,Financial Services,Banks - Regional,United States,2682697984.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,51.63,2682697984.0,18392516.0
