ticker,close,date
MTH,64.28,2026-09-21
MTN,140.925,2026-09-21
MTRN,254.28,2026-09-21
MTSI,281.435,2026-09-21
MTX,66.94,2026-09-21
MTZ,219.695,2026-09-21
MU,1043.96,2026-09-21
MUR,35.99,2026-09-21
MUSA,511.8,2026-09-21
MWA,21.96,2026-09-21
MXL,88.21,2026-09-21
MYRG,284.68,2026-09-21
MZTI,102.87,2026-09-21
NAMS,21.89,2026-09-21
NBIX,144.1,2026-09-21
NCLH,14.495,2026-09-21
NCNO,20.67,2026-09-21
NDSN,313.7687,2026-09-21
NE,43.99,2026-09-21
NEE,80.11,2026-09-21
NEM,122.11,2026-09-21
NEO,19.61,2026-09-21
NEOG,13.395,2026-09-21
NET,345.9,2026-09-21
NEU,886.205,2026-09-21
NFG,79.59,2026-09-21
NFLX,73.69,2026-09-21
NGG,76.79,2026-09-21
NGVT,68.955,2026-09-21
NHI,68.33,2026-09-21
NI,40.605,2026-09-21
NICE,105.75,2026-09-21
NJR,53.31,2026-09-21
NKE,36.295,2026-09-21
NKTR,67.7,2026-09-21
NMM,91.365,2026-09-21
NMRK,13.895,2026-09-21
NN,15.48,2026-09-21
NNN,41.8619,2026-09-21
NOC,526.32,2026-09-21
NOG,23.77,2026-09-21
NOK,10.94,2026-09-21
NOV,20.01,2026-09-21
NOVT,134.395,2026-09-21
NOW,137.375,2026-09-21
NPO,296.37,2026-09-21
NRG,103.54,2026-09-21
NRIX,25.24,2026-09-21
NSC,310.3425,2026-09-21
NSIT,154.595,2026-09-21
NTAP,196.9,2026-09-21
NTCT,38.35,2026-09-21
NTNX,70.21,2026-09-21
NTR,75.4305,2026-09-21
NTRA,370.315,2026-09-21
NTST,18.15,2026-09-21
NUE,244.4,2026-09-21
NVCR,16.555,2026-09-21
NVDA,226.3699,2026-09-21
NVMI,364.605,2026-09-21
NVO,39.645,2026-09-21
NVR,6235.145,2026-09-21
NVS,141.32,2026-09-21
NVST,23.45,2026-09-21
NVT,160.25,2026-09-21
NVTS,12.0989,2026-09-21
NWE,70.6,2026-09-21
NWL,5.525,2026-09-21
NWN,48.47,2026-09-21
NWSA,29.815,2026-09-21
NXPI,230.04,2026-09-21
NXST,167.93,2026-09-21
NXT,82.89,2026-09-21
NYT,70.31,2026-09-21
O,57.135,2026-09-21
OC,121.78,2026-09-21
OCUL,9.875,2026-09-21
ODFL,174.275,2026-09-21
OGC.TO,38.88,2026-09-21
OGE,45.43,2026-09-21
OGN,13.745,2026-09-21
OGS,75.07,2026-09-21
OHI,46.84,2026-09-21
OII,45.735,2026-09-21
OKE,92.1,2026-09-21
OKTA,189.525,2026-09-21
OLED,78.3,2026-09-21
OLLI,80.225,2026-09-21
OMC,75.329,2026-09-21
ON,70.52,2026-09-21
ONC,365.71,2026-09-21
ONDS,7.465,2026-09-21
ONON,27.555,2026-09-21
ONTO,274.51,2026-09-21
OPCH,24.175,2026-09-21
OPEN,2.7101,2026-09-21
OPLN,34.875,2026-09-21
OR,35.68,2026-09-21
ORA,96.9877,2026-09-21
ORCL,148.96,2026-09-21
ORLY,83.52,2026-09-21
OSCR,31.94,2026-09-21
OSIS,200.17,2026-09-21
OSK,144.18,2026-09-21
OSW,22.24,2026-09-21
OTEX,22.96,2026-09-21
OTIS,67.46,2026-09-21
OTTR,88.55,2026-09-21
OUST,37.56,2026-09-21
OUT,28.13,2026-09-21
OVV,60.285,2026-09-21
OXY,57.112,2026-09-21
P,113.09,2026-09-21
PAA,25.12,2026-09-21
PAAS,48.595,2026-09-21
PAC,204.84,2026-09-21
PAG,214.57,2026-09-21
PAGP,27.44,2026-09-21
PAGS,9.41,2026-09-21
PAM,80.64,2026-09-21
PANW,370.74,2026-09-21
PARR,82.4895,2026-09-21
PATH,13.58,2026-09-21
PATK,69.64,2026-09-21
PAY,34.81,2026-09-21
PAYC,226.92,2026-09-21
PAYO,7.115,2026-09-21
PAYX,115.5896,2026-09-21
PBF,74.09,2026-09-21
PBH,46.925,2026-09-21
PBI,16.535,2026-09-21
PBR,20.675,2026-09-21
PCAR,114.22,2026-09-21
PCG,13.185,2026-09-21
PCOR,51.75,2026-09-21
PCTY,144.815,2026-09-21
PDD,79.295,2026-09-21
PEB,18.035,2026-09-21
PECO,37.01,2026-09-21
PEG,69.745,2026-09-21
PEGA,35.08,2026-09-21
PEN,317.8,2026-09-21
PENG,54.99,2026-09-21
PENN,16.51,2026-09-21
PEP,129.41,2026-09-21
PEY.TO,23.64,2026-09-21
PFE,27.6264,2026-09-21
PFGC,93.16,2026-09-21
PG,146.64,2026-09-21
PGEN,7.745,2026-09-21
PGNY,26.74,2026-09-21
PH,962.18,2026-09-21
PHG,24.905,2026-09-21
PHIN,61.105,2026-09-21
PHM,118.8719,2026-09-21
PI,184.64,2026-09-21
PII,54.1,2026-09-21
PINS,19.1619,2026-09-21
PK,15.015,2026-09-21
PKG,240.225,2026-09-21
PKX,58.1,2026-09-21
PL,16.995,2026-09-21
PLD,135.4293,2026-09-21
PLNT,48.52,2026-09-21
PLTR,182.8,2026-09-21
PLUG,2.108,2026-09-21
PLUS,90.94,2026-09-21
PLXS,250.72,2026-09-21
PM,187.81,2026-09-21
PNR,56.205,2026-09-21
PNW,93.695,2026-09-21
PODD,139.55,2026-09-21
POOL,169.76,2026-09-21
POR,47.38,2026-09-21
POST,75.93,2026-09-21
POWI,50.12,2026-09-21
POWL,188.25,2026-09-21
PPC,29.53,2026-09-21
PPG,105.35,2026-09-21
PPL,33.255,2026-09-21
PPL.TO,65.55,2026-09-21
PPLI,36.375,2026-09-21
PR,21.978,2026-09-21
PRDO,32.265,2026-09-21
PRIM,77.85,2026-09-21
PRM,31.46,2026-09-21
PRMB,20.43,2026-09-21
PRVA,19.59,2026-09-21
PSA,297.25,2026-09-21
PSK.TO,34.77,2026-09-21
PSKY,11.275,2026-09-21
PSMT,170.545,2026-09-21
PSN,45.29,2026-09-21
PSO,15.91,2026-09-21
PSX,265.96,2026-09-21
PTC,135.725,2026-09-21
PTCT,65.74,2026-09-21
PTEN,11.415,2026-09-21
PTGX,144.33,2026-09-21
PTON,4.89,2026-09-21
PWR,641.275,2026-09-21
PXT.TO,27.13,2026-09-21
QBTS,17.595,2026-09-21
QCOM,191.935,2026-09-21
QGEN,44.419,2026-09-21
QLYS,179.87,2026-09-21
QQQ,739.3114,2026-09-21
QRVO,117.65,2026-09-21
QSR,72.63,2026-09-21
QTWO,58.11,2026-09-21
QURE,44.465,2026-09-21
QXO,11.795,2026-09-21
R,234.695,2026-09-21
RACE,417.955,2026-09-21
RAMP,37.675,2026-09-21
RBA,83.83,2026-09-21
RBC,500.85,2026-09-21
RBLX,51.16,2026-09-21
RCI,35.07,2026-09-21
RCL,250.31,2026-09-21
RCUS,25.66,2026-09-21
RDNT,74.35,2026-09-21
RDW,11.67,2026-09-21
RDY,12.41,2026-09-21
REG,72.94,2026-09-21
REGN,794.83,2026-09-21
RELX,33.42,2026-09-21
RELY,21.982,2026-09-21
REXR,38.46,2026-09-21
REYN,22.14,2026-09-21
REZI,19.14,2026-09-21
RGEN,180.04,2026-09-21
RGLD,247.79,2026-09-21
RGTI,16.215,2026-09-21
RH,127.245,2026-09-21
RHI,37.0,2026-09-21
RHP,121.03,2026-09-21
RIG,5.485,2026-09-21
RIO,97.115,2026-09-21
RIVN,15.555,2026-09-21
RKLB,69.84,2026-09-21
RL,336.82,2026-09-21
RLAY,18.44,2026-09-21
RMBS,97.635,2026-09-21
RMD,225.7,2026-09-21
RNG,75.63,2026-09-21
RNW,6.835,2026-09-21
ROAD,95.97,2026-09-21
ROG,130.595,2026-09-21
ROIV,38.865,2026-09-21
ROK,422.1301,2026-09-21
ROKU,154.475,2026-09-21
ROL,32.65,2026-09-21
ROP,369.2,2026-09-21
ROST,230.075,2026-09-21
RPM,99.0106,2026-09-21
RPRX,58.505,2026-09-21
RRC,37.27,2026-09-21
RRR,50.555,2026-09-21
RRX,150.82,2026-09-21
RS,385.055,2026-09-21
RSG,216.43,2026-09-21
RSI,22.35,2026-09-21
RTO,21.435,2026-09-21
RTX,194.88,2026-09-21
RUM,9.24,2026-09-21
RUN,8.845,2026-09-21
RUS.TO,80.015,2026-09-21
RUSHA,48.43,2026-09-21
RVTY,144.18,2026-09-21
RXO,19.57,2026-09-21
RYAAY,54.075,2026-09-21
RYN,20.135,2026-09-21
RYTM,98.425,2026-09-21
S,23.55,2026-09-21
SAH,66.67,2026-09-21
SAIA,342.4289,2026-09-21
SAIC,134.42,2026-09-21
SANM,203.77,2026-09-21
SAP,209.84,2026-09-21
SAP.TO,40.01,2026-09-21
SBAC,178.775,2026-09-21
SBLK,31.74,2026-09-21
SBRA,19.92,2026-09-21
SBS,5.435,2026-09-21
SBSW,11.115,2026-09-21
SBUX,94.4,2026-09-21
SCCO,196.48,2026-09-21
SCI,78.1,2026-09-21
SCR.TO,40.85,2026-09-21
SDRL,46.545,2026-09-21
SE,102.575,2026-09-21
SEDG,34.61,2026-09-21
SEI,70.17,2026-09-21
SES.TO,24.62,2026-09-21
SFM,70.325,2026-09-21
SGHC,12.615,2026-09-21
SGI,64.02,2026-09-21
SHAK,56.85,2026-09-21
SHC,18.71,2026-09-21
SHEL,93.29,2026-09-21
SHO,11.0,2026-09-21
SHOO,42.77,2026-09-21
SHOP,130.77,2026-09-21
SHW,323.89,2026-09-21
SIRI,27.59,2026-09-21
SITE,91.145,2026-09-21
SITM,635.08,2026-09-21
SJM,122.255,2026-09-21
SKM,35.74,2026-09-21
SKT,35.7,2026-09-21
SKY,85.65,2026-09-21
SKYW,99.555,2026-09-21
SLAB,220.46,2026-09-21
SLB,51.325,2026-09-21
SLG,52.67,2026-09-21
SLGN,37.47,2026-09-21
SM,34.89,2026-09-21
SMCI,41.035,2026-09-21
SMG,51.39,2026-09-21
SMR,8.8762,2026-09-21
SMTC,180.11,2026-09-21
SN,167.815,2026-09-21
SNA,372.14,2026-09-21
SNAP,5.71,2026-09-21
SNDR,31.935,2026-09-21
SNN,27.68,2026-09-21
SNOW,332.66,2026-09-21
SNPS,400.94,2026-09-21
SNY,42.605,2026-09-21
SO,86.015,2026-09-21
SON,49.66,2026-09-21
SONY,23.6476,2026-09-21
SOUN,6.1101,2026-09-21
SPB,85.95,2026-09-21
SPG,204.995,2026-09-21
SPHR,145.895,2026-09-21
SPOT,517.96,2026-09-21
SPSC,81.19,2026-09-21
SPXC,182.01,2026-09-21
SPY,772.58,2026-09-21
SQM,69.195,2026-09-21
SR,80.69,2026-09-21
SRAD,12.56,2026-09-21
SRE,81.395,2026-09-21
SRPT,20.14,2026-09-21
SSD,173.76,2026-09-21
SSL,13.66,2026-09-21
SSNC,80.315,2026-09-21
SSRM,36.12,2026-09-21
ST,42.07,2026-09-21
STAG,37.565,2026-09-21
STE,205.38,2026-09-21
STGW,8.175,2026-09-21
STLA,4.87,2026-09-21
STLD,230.97,2026-09-21
STM,51.245,2026-09-21
STN.TO,98.74,2026-09-21
STNE,9.7,2026-09-21
STNG,85.96,2026-09-21
STRL,518.64,2026-09-21
STX,873.1023,2026-09-21
STZ,118.63,2026-09-21
SU.TO,94.93,2026-09-21
SUI,113.88,2026-09-21
SUN,75.705,2026-09-21
SUPN,42.46,2026-09-21
SUZ,9.295,2026-09-21
SVM.TO,16.54,2026-09-21
SW,45.925,2026-09-21
SWK,89.035,2026-09-21
SWKS,89.15,2026-09-21
SWX,85.45,2026-09-21
SXI,262.66,2026-09-21
SXT,129.36,2026-09-21
SYK,273.7922,2026-09-21
SYM,43.51,2026-09-21
SYNA,94.18,2026-09-21
SYY,78.68,2026-09-21
T,25.67,2026-09-21
T.TO,12.33,2026-09-21
TA.TO,17.22,2026-09-21
TAK,18.8898,2026-09-21
TALO,16.31,2026-09-21
TAP,37.81,2026-09-21
TARS,77.551,2026-09-21
TCOM,40.73,2026-09-21
TDC,29.19,2026-09-21
TDG,1111.2,2026-09-21
TDS,36.98,2026-09-21
TDW,85.95,2026-09-21
TDY,610.8138,2026-09-21
TEAM,197.25,2026-09-21
TECH,72.485,2026-09-21
TECK,66.445,2026-09-21
TEL,209.05,2026-09-21
TENB,36.04,2026-09-21
TER,379.63,2026-09-21
TEVA,39.88,2026-09-21
TEX,59.64,2026-09-21
TFII,124.05,2026-09-21
TFPM,32.51,2026-09-21
TFX,125.92,2026-09-21
TGT,158.485,2026-09-21
TGTX,58.66,2026-09-21
THC,261.989,2026-09-21
THO,69.485,2026-09-21
TIGO,95.63,2026-09-21
TIH.TO,208.44,2026-09-21
TILE,33.885,2026-09-21
TJX,129.88,2026-09-21
TKC,5.17,2026-09-21
TKO,192.425,2026-09-21
TKO.TO,12.05,2026-09-21
TKR,116.06,2026-09-21
TLK,14.02,2026-09-21
TLN,299.43,2026-09-21
TM,193.29,2026-09-21
TMDX,89.03,2026-09-21
TMO,656.2,2026-09-21
TMUS,167.22,2026-09-21
TNET,67.605,2026-09-21
TNGX,22.5,2026-09-21
TNK,99.53,2026-09-21
TNL,63.47,2026-09-21
TOL,135.68,2026-09-21
TOST,29.895,2026-09-21
TOU.TO,59.83,2026-09-21
TPC,86.55,2026-09-21
TPL,351.22,2026-09-21
TPR,113.235,2026-09-21
TPZ.TO,28.99,2026-09-21
TREX,43.26,2026-09-21
TRGP,290.105,2026-09-21
TRI,95.715,2026-09-21
TRLV,11.435,2026-09-21
TRMB,57.6962,2026-09-21
TRMD,37.195,2026-09-21
TRN,28.0551,2026-09-21
TRNO,66.15,2026-09-21
TRP.TO,85.48,2026-09-21
TS,55.8,2026-09-21
TSCO,32.635,2026-09-21
TSEM,235.39,2026-09-21
TSLA,375.0328,2026-09-21
TSM,442.34,2026-09-21
TSN,52.39,2026-09-21
TT,434.35,2026-09-21
TTD,14.0,2026-09-21
TTE,89.945,2026-09-21
TTEK,36.07,2026-09-21
TTMI,125.8,2026-09-21
TTWO,209.445,2026-09-21
TVE.TO,13.16,2026-09-21
TVTX,63.15,2026-09-21
TWLO,260.54,2026-09-21
TWST,162.785,2026-09-21
TXG,78.98,2026-09-21
TXG.TO,69.3,2026-09-21
TXN,269.18,2026-09-21
TXNM,58.655,2026-09-21
TXRH,166.29,2026-09-21
TXT,79.91,2026-09-21
TYL,331.795,2026-09-21
U,43.095,2026-09-21
UAA,4.7499,2026-09-21
UAL,112.78,2026-09-21
UBER,70.929,2026-09-21
UCTT,72.61,2026-09-21
UDR,33.885,2026-09-21
UE,19.97,2026-09-21
UFPI,80.66,2026-09-21
UFPT,277.34,2026-09-21
UGI,37.58,2026-09-21
UGP,7.625,2026-09-21
UHAL,63.72,2026-09-21
UHS,177.18,2026-09-21
UI,575.02,2026-09-21
UL,62.28,2026-09-21
ULTA,559.93,2026-09-21
UMC,25.38,2026-09-21
UNF,265.98,2026-09-21
UNFI,47.045,2026-09-21
UNH,374.815,2026-09-21
UNIT,9.5092,2026-09-21
UNP,272.5725,2026-09-21
UPS,94.855,2026-09-21
URBN,75.6,2026-09-21
URGN,43.3,2026-09-21
URI,1022.04,2026-09-21
USFD,94.47,2026-09-21
USLM,113.81,2026-09-21
UTHR,495.125,2026-09-21
UTZ,14.23,2026-09-21
VAC,103.24,2026-09-21
VAL,82.56,2026-09-21
VALE,14.235,2026-09-21
VC,93.63,2026-09-21
VCEL,39.37,2026-09-21
VCYT,41.53,2026-09-21
VECO,44.395,2026-09-21
VEEV,259.21,2026-09-21
VERX,12.13,2026-09-21
VFC,13.055,2026-09-21
VFV.TO,193.28,2026-09-21
VIAV,35.86,2026-09-21
VICI,24.05,2026-09-21
VICR,228.13,2026-09-21
VIST,69.99,2026-09-21
VIV,11.975,2026-09-21
VLO,403.94,2026-09-21
VMC,246.82,2026-09-21
VMI,472.285,2026-09-21
VMRK,61.725,2026-09-21
VNO,35.165,2026-09-21
VNOM,41.64,2026-09-21
VNT,31.37,2026-09-21
VOD,17.05,2026-09-21
VRDN,21.69,2026-09-21
VRNS,47.91,2026-09-21
VRSK,172.85,2026-09-21
VRSN,307.63,2026-09-21
VRT,254.7675,2026-09-21
VRTX,513.2,2026-09-21
VSAT,77.61,2026-09-21
VSEC,182.62,2026-09-21
VSH,32.47,2026-09-21
VST,141.9751,2026-09-21
VSXY,81.82,2026-09-21
VTR,86.81,2026-09-21
VTRS,17.225,2026-09-21
VVV,26.66,2026-09-21
VVX,78.055,2026-09-21
VZ,48.095,2026-09-21
W,106.46,2026-09-21
WAB,283.86,2026-09-21
WAT,423.69,2026-09-21
WBD,30.62,2026-09-21
WCC,352.91,2026-09-21
WCN,155.23,2026-09-21
WCP.TO,18.24,2026-09-21
WDAY,194.02,2026-09-21
WDC,442.58,2026-09-21
WDFC,190.94,2026-09-21
WDO.TO,35.15,2026-09-21
WEC,103.34,2026-09-21
WELL,232.115,2026-09-21
WERN,34.83,2026-09-21
WES,46.9401,2026-09-21
WEX,190.34,2026-09-21
WFG,72.445,2026-09-21
WFRD,81.36,2026-09-21
WGS,98.65,2026-09-21
WH,67.75,2026-09-21
WHD,66.515,2026-09-21
WHR,32.55,2026-09-21
WING,105.71,2026-09-21
WIT,1.675,2026-09-21
WIX,82.5,2026-09-21
WK,73.21,2026-09-21
WLK,68.61,2026-09-21
WLY,47.84,2026-09-21
WM,208.79,2026-09-21
WMB,71.995,2026-09-21
WMG,27.715,2026-09-21
WMS,127.51,2026-09-21
WMT,107.585,2026-09-21
WN.TO,100.55,2026-09-21
WOR,58.66,2026-09-21
WPC,66.63,2026-09-21
WPM,146.52,2026-09-21
WPP,25.61,2026-09-21
WRBY,23.645,2026-09-21
WSC,17.885,2026-09-21
WSM,227.975,2026-09-21
WSO,321.08,2026-09-21
WSP.TO,180.1,2026-09-21
WST,364.41,2026-09-21
WTRG,40.79,2026-09-21
WTS,350.82,2026-09-21
WTTR,20.49,2026-09-21
WWD,326.385,2026-09-21
WY,21.165,2026-09-21
WYNN,83.83,2026-09-21
XEL,72.215,2026-09-21
XMTR,99.255,2026-09-21
XOM,158.39,2026-09-21
XPO,172.81,2026-09-21
XPRO,16.5,2026-09-21
XRAY,9.53,2026-09-21
XYL,108.02,2026-09-21
XYZ,77.835,2026-09-21
YETI,42.7,2026-09-21
YOU,38.965,2026-09-21
YPF,52.79,2026-09-21
YUM,139.285,2026-09-21
Z,30.72,2026-09-21
ZBH,94.58,2026-09-21
ZBRA,349.095,2026-09-21
ZETA,30.58,2026-09-21
ZGN,12.49,2026-09-21
ZIM,30.1,2026-09-21
ZM,89.48,2026-09-21
ZS,204.09,2026-09-21
ZTS,71.235,2026-09-21
ZWS,46.17,2026-09-21
ZYME,26.5275,2026-09-21
